airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-05-09,Delhi,Cochin,21:50:00,19:00:00,1270,1,In-flight meal not included,12373
Jet Airways,2019-03-21,Banglore,New Delhi,08:00:00,21:20:00,800,1,In-flight meal not included,7832
Indigo,2019-05-15,Delhi,Cochin,05:10:00,10:05:00,295,1,No Info,6496
Indigo,2019-03-09,Banglore,New Delhi,12:05:00,17:05:00,300,1,No Info,4588
Jet Airways,2019-05-21,Banglore,Delhi,17:45:00,20:45:00,180,0,No Info,7229
Multiple Carriers,2019-06-09,Delhi,Cochin,04:55:00,12:35:00,460,1,No Info,10877
Multiple Carriers,2019-03-03,Delhi,Cochin,13:55:00,21:00:00,425,1,No Info,17057
Air Asia,2019-05-21,Banglore,Delhi,04:55:00,07:45:00,170,0,No Info,3383
Multiple Carriers,2019-06-09,Delhi,Cochin,14:00:00,01:30:00,690,1,No Info,13377
Indigo,2019-03-24,Banglore,New Delhi,01:30:00,04:15:00,165,0,No Info,4777
Indigo,2019-04-15,Delhi,Cochin,06:50:00,16:10:00,560,1,No Info,6442
Air Asia,2019-04-21,Kolkata,Banglore,10:20:00,12:55:00,155,0,No Info,4409
Jet Airways,2019-05-27,Delhi,Cochin,21:50:00,12:35:00,885,1,In-flight meal not included,12898
Air India,2019-05-09,Delhi,Cochin,05:10:00,08:00:00,170,0,No Info,5201
Goair,2019-06-24,Banglore,Delhi,11:40:00,14:30:00,170,0,No Info,3898
Jet Airways,2019-06-12,Delhi,Cochin,18:15:00,19:00:00,1485,1,In-flight meal not included,10262
Spicejet,2019-03-18,Banglore,New Delhi,05:45:00,08:35:00,170,0,No check-in baggage included,4273
Air India,2019-03-03,Delhi,Cochin,16:40:00,19:15:00,1595,2,No Info,14221
Jet Airways,2019-06-01,Delhi,Cochin,10:00:00,19:00:00,540,1,No Info,14714
Vistara,2019-06-12,Kolkata,Banglore,07:10:00,09:05:00,1555,1,No Info,7927
Spicejet,2019-03-01,Mumbai,Hyderabad,05:45:00,07:05:00,80,0,No Info,12475
Indigo,2019-04-01,Kolkata,Banglore,18:05:00,23:30:00,325,1,No Info,6284
Spicejet,2019-05-09,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,No Info,2017
Air India,2019-06-24,Banglore,Delhi,06:10:00,08:55:00,165,0,No Info,6961
Indigo,2019-05-09,Delhi,Cochin,05:35:00,08:50:00,195,0,No Info,5000
Indigo,2019-06-06,Delhi,Cochin,10:35:00,01:30:00,895,1,No Info,5883
Air Asia,2019-06-12,Delhi,Cochin,20:45:00,07:10:00,625,1,No Info,6152
Air India,2019-04-01,Delhi,Cochin,20:40:00,09:25:00,765,1,No Info,5117
Jet Airways,2019-04-18,Banglore,Delhi,07:10:00,10:10:00,180,0,No Info,7229
Jet Airways,2019-03-21,Banglore,New Delhi,18:40:00,11:25:00,1005,1,In-flight meal not included,7832
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,04:40:00,585,1,In-flight meal not included,9663
Vistara,2019-05-06,Banglore,Delhi,09:45:00,12:35:00,170,0,No Info,4668
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,04:40:00,585,1,No Info,12681
Multiple Carriers,2019-03-03,Delhi,Cochin,13:55:00,01:35:00,700,1,No Info,17057
Jet Airways,2019-05-15,Kolkata,Banglore,06:30:00,16:20:00,590,1,In-flight meal not included,10844
Air India,2019-05-15,Kolkata,Banglore,05:50:00,16:15:00,2065,2,No Info,12723
Air India,2019-05-09,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,No Info,3100
Indigo,2019-05-09,Banglore,Delhi,04:00:00,06:50:00,170,0,No Info,3943
Jet Airways,2019-05-27,Banglore,Delhi,18:55:00,22:00:00,185,0,No Info,7229
Indigo,2019-04-18,Kolkata,Banglore,09:35:00,12:20:00,165,0,No Info,5644
Air India,2019-05-12,Kolkata,Banglore,07:00:00,01:20:00,1100,2,No Info,12140
Jet Airways,2019-05-21,Delhi,Cochin,05:30:00,12:35:00,425,2,No Info,16274
Indigo,2019-03-24,Banglore,New Delhi,04:00:00,06:50:00,170,0,No Info,4777
Indigo,2019-06-21,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,No Info,4049
Multiple Carriers,2019-05-21,Delhi,Cochin,17:15:00,00:55:00,460,1,No Info,7858
Air India,2019-05-12,Banglore,Delhi,13:20:00,16:10:00,170,0,No Info,6121
Vistara,2019-03-24,Banglore,New Delhi,11:30:00,14:10:00,160,0,No Info,5403
Multiple Carriers,2019-06-12,Delhi,Cochin,07:05:00,19:15:00,730,1,In-flight meal not included,11667
Indigo,2019-06-24,Delhi,Cochin,09:15:00,01:30:00,975,1,No Info,6628
Air India,2019-06-12,Delhi,Cochin,16:55:00,19:15:00,1580,2,No Info,13381
Jet Airways,2019-06-06,Delhi,Cochin,21:25:00,19:00:00,1295,2,No Info,13292
Jet Airways,2019-03-09,Delhi,Cochin,16:00:00,04:25:00,745,1,No Info,16289
Air India,2019-05-24,Kolkata,Banglore,10:00:00,05:25:00,1165,2,No Info,15422
Indigo,2019-04-12,Kolkata,Banglore,21:25:00,00:05:00,160,0,No Info,4174
Jet Airways,2019-03-09,Delhi,Cochin,10:45:00,04:25:00,1060,2,In-flight meal not included,15654
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,23:25:00,1660,1,In-flight meal not included,10031
Jet Airways,2019-06-15,Delhi,Cochin,07:05:00,12:35:00,330,1,In-flight meal not included,10262
Indigo,2019-06-03,Chennai,Kolkata,13:15:00,15:35:00,140,0,No Info,3597
Jet Airways,2019-05-18,Banglore,Delhi,07:10:00,10:10:00,180,0,In-flight meal not included,5198
Air India,2019-06-01,Delhi,Cochin,12:00:00,07:40:00,1180,2,No Info,10966
Spicejet,2019-03-09,Kolkata,Banglore,22:20:00,00:40:00,140,0,No Info,4622
Indigo,2019-03-15,Kolkata,Banglore,14:20:00,16:55:00,155,0,No Info,4778
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,12:00:00,330,1,In-flight meal not included,10056
Indigo,2019-03-15,Banglore,New Delhi,07:30:00,12:20:00,290,1,No Info,6114
Jet Airways,2019-06-15,Delhi,Cochin,13:00:00,12:35:00,1415,1,In-flight meal not included,10262
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,09:20:00,800,1,No Info,14781
Air India,2019-05-12,Kolkata,Banglore,09:25:00,05:35:00,1210,2,No Info,11432
Spicejet,2019-04-21,Kolkata,Banglore,09:00:00,11:25:00,145,0,No check-in baggage included,4439
Air India,2019-06-06,Kolkata,Banglore,10:00:00,05:25:00,1165,2,No Info,13007
Multiple Carriers,2019-06-24,Delhi,Cochin,14:55:00,22:30:00,455,1,In-flight meal not included,6093
Jet Airways,2019-05-18,Delhi,Cochin,10:00:00,19:00:00,540,1,In-flight meal not included,11399
Indigo,2019-05-21,Delhi,Cochin,10:35:00,21:00:00,625,1,No Info,6794
Indigo,2019-04-12,Banglore,Delhi,23:30:00,02:20:00,170,0,No Info,6906
Multiple Carriers,2019-06-01,Delhi,Cochin,17:30:00,01:30:00,480,1,No Info,13377
Jet Airways,2019-05-06,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,In-flight meal not included,2228
Air India,2019-06-12,Delhi,Cochin,05:00:00,19:15:00,2295,2,No Info,9443
Jet Airways,2019-05-18,Delhi,Cochin,19:10:00,19:00:00,1430,2,No Info,16704
Jet Airways,2019-06-15,Delhi,Cochin,02:15:00,19:00:00,1005,1,In-flight meal not included,10262
Jet Airways,2019-06-03,Delhi,Cochin,19:15:00,19:00:00,1425,1,In-flight meal not included,10262
Jet Airways,2019-06-24,Delhi,Cochin,16:00:00,12:35:00,1235,1,In-flight meal not included,10262
Multiple Carriers,2019-03-27,Delhi,Cochin,08:25:00,19:15:00,650,1,No Info,8601
Multiple Carriers,2019-05-09,Delhi,Cochin,10:00:00,19:00:00,540,1,No Info,10197
Jet Airways,2019-03-06,Banglore,New Delhi,09:45:00,14:25:00,280,1,No Info,16757
Indigo,2019-03-01,Chennai,Kolkata,07:55:00,10:15:00,140,0,No Info,8580
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,12:00:00,890,1,In-flight meal not included,10844
Jet Airways,2019-03-06,Banglore,New Delhi,22:50:00,00:45:00,1555,1,No Info,14815
Indigo,2019-04-24,Kolkata,Banglore,22:15:00,00:50:00,155,0,No Info,4804
Jet Airways,2019-06-12,Kolkata,Banglore,09:35:00,18:00:00,505,1,No Info,12692
Multiple Carriers,2019-06-27,Delhi,Cochin,08:00:00,21:00:00,780,1,No Info,7408
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,19:50:00,845,1,No Info,14781
Air India,2019-06-09,Delhi,Cochin,17:15:00,19:15:00,1560,2,No Info,12199
Air Asia,2019-03-09,Banglore,New Delhi,05:50:00,08:40:00,170,0,No Info,4284
Indigo,2019-04-01,Kolkata,Banglore,21:00:00,02:15:00,315,1,No Info,5930
Multiple Carriers,2019-05-27,Delhi,Cochin,09:00:00,21:00:00,720,1,No Info,7618
Jet Airways,2019-05-15,Kolkata,Banglore,06:30:00,23:35:00,1025,1,In-flight meal not included,8586
Air India,2019-04-01,Kolkata,Banglore,09:50:00,23:15:00,805,2,No Info,12125
Vistara,2019-03-24,Banglore,New Delhi,07:00:00,09:40:00,160,0,No Info,4878
Multiple Carriers,2019-05-27,Delhi,Cochin,13:00:00,01:30:00,750,1,No Info,7198
Multiple Carriers,2019-05-18,Delhi,Cochin,10:20:00,21:00:00,640,1,No Info,7670
Air Asia,2019-05-06,Banglore,Delhi,23:55:00,02:45:00,170,0,No Info,3383
Jet Airways,2019-06-09,Banglore,Delhi,19:50:00,22:50:00,180,0,In-flight meal not included,7229
Jet Airways,2019-06-03,Banglore,Delhi,15:15:00,18:10:00,175,0,In-flight meal not included,5769
Air India,2019-05-18,Kolkata,Banglore,12:00:00,13:15:00,1515,1,No Info,7662
Multiple Carriers,2019-06-09,Delhi,Cochin,18:15:00,01:30:00,435,1,No Info,13587
Air India,2019-03-15,Banglore,New Delhi,10:30:00,11:20:00,1490,1,No Info,7013
Spicejet,2019-04-12,Kolkata,Banglore,09:00:00,11:25:00,145,0,No Info,3873
Air India,2019-06-01,Delhi,Cochin,08:00:00,19:15:00,675,1,No Info,9929
Multiple Carriers,2019-05-15,Delhi,Cochin,06:00:00,12:35:00,395,1,No Info,9794
Air India,2019-06-06,Delhi,Cochin,18:05:00,21:10:00,185,0,No Info,6094
Indigo,2019-06-03,Banglore,Delhi,07:10:00,10:05:00,175,0,No Info,4823
Spicejet,2019-04-12,Banglore,Delhi,09:30:00,12:20:00,170,0,No Info,4991
Vistara,2019-06-12,Kolkata,Banglore,17:00:00,09:05:00,965,1,No Info,7927
Multiple Carriers,2019-03-27,Delhi,Cochin,11:40:00,21:00:00,560,1,No Info,6637
Multiple Carriers,2019-05-21,Delhi,Cochin,13:00:00,21:00:00,480,1,No Info,7888
Jet Airways,2019-03-18,Banglore,New Delhi,07:00:00,12:25:00,325,1,No Info,12284
Multiple Carriers,2019-06-12,Delhi,Cochin,04:55:00,19:00:00,845,1,No Info,10678
Vistara,2019-03-06,Mumbai,Hyderabad,14:40:00,09:25:00,1125,1,No Info,12395
Spicejet,2019-06-21,Banglore,Delhi,21:10:00,00:05:00,175,0,No check-in baggage included,3919
Indigo,2019-03-03,Delhi,Cochin,04:45:00,11:30:00,405,1,No Info,14871
Spicejet,2019-04-24,Kolkata,Banglore,09:00:00,11:25:00,145,0,No Info,4174
Indigo,2019-04-12,Kolkata,Banglore,22:15:00,00:50:00,155,0,No Info,4174
Indigo,2019-05-27,Delhi,Cochin,09:15:00,01:30:00,975,1,No Info,6628
Indigo,2019-05-27,Delhi,Cochin,04:55:00,21:00:00,965,1,No Info,8784
Indigo,2019-06-06,Banglore,Delhi,08:30:00,11:20:00,170,0,No Info,4823
Multiple Carriers,2019-06-27,Delhi,Cochin,10:00:00,19:00:00,540,1,No Info,12192
Air India,2019-05-06,Kolkata,Banglore,09:50:00,23:15:00,805,2,No Info,14120
Indigo,2019-06-27,Delhi,Cochin,07:30:00,21:00:00,810,1,No Info,6093
Multiple Carriers,2019-05-15,Delhi,Cochin,06:00:00,19:15:00,795,1,No Info,8266
Air India,2019-05-06,Banglore,Delhi,17:00:00,19:45:00,165,0,No Info,5228
Multiple Carriers,2019-05-18,Delhi,Cochin,07:00:00,21:00:00,840,1,No Info,8073
Jet Airways,2019-03-27,Delhi,Cochin,18:15:00,04:25:00,610,1,In-flight meal not included,6540
Indigo,2019-03-01,Banglore,New Delhi,08:30:00,11:30:00,180,0,No Info,10067
Air India,2019-04-15,Banglore,Delhi,21:05:00,23:55:00,170,0,No Info,5228
Multiple Carriers,2019-06-27,Delhi,Cochin,04:55:00,19:15:00,860,1,No Info,7155
Spicejet,2019-05-15,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,No Info,2017
Jet Airways,2019-06-27,Delhi,Cochin,11:30:00,12:35:00,1505,1,In-flight meal not included,10262
Indigo,2019-06-12,Delhi,Cochin,14:20:00,22:30:00,490,1,No Info,6938
Jet Airways,2019-03-01,Banglore,New Delhi,08:55:00,21:20:00,745,1,1 Long layover,27992
Jet Airways,2019-05-27,Banglore,Delhi,11:10:00,14:05:00,175,0,In-flight meal not included,4030
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,18:15:00,705,1,In-flight meal not included,10844
Indigo,2019-04-21,Delhi,Cochin,05:10:00,10:05:00,295,1,No Info,7074
Jet Airways,2019-06-12,Banglore,Delhi,19:50:00,22:50:00,180,0,In-flight meal not included,5769
Air India,2019-05-12,Kolkata,Banglore,09:10:00,13:15:00,245,1,No Info,8996
Air Asia,2019-03-01,Banglore,New Delhi,23:25:00,02:10:00,165,0,Red-eye flight,10873
Multiple Carriers,2019-05-21,Delhi,Cochin,09:15:00,19:15:00,600,1,No Info,8099
Vistara,2019-03-09,Banglore,New Delhi,09:50:00,12:35:00,165,0,No Info,7240
Jet Airways,2019-06-24,Delhi,Cochin,23:05:00,12:35:00,810,2,No Info,12819
Jet Airways,2019-05-27,Delhi,Cochin,20:55:00,19:00:00,1325,1,In-flight meal not included,12898
Jet Airways,2019-04-03,Banglore,Delhi,11:10:00,14:05:00,175,0,No Info,7229
Spicejet,2019-03-24,Banglore,New Delhi,20:30:00,23:20:00,170,0,No check-in baggage included,3873
Air India,2019-03-09,Banglore,New Delhi,11:05:00,22:45:00,700,1,No Info,10657
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,16:20:00,590,1,In-flight meal not included,10844
Indigo,2019-04-12,Banglore,Delhi,13:00:00,15:50:00,170,0,No Info,4823
Spicejet,2019-06-06,Kolkata,Banglore,09:00:00,11:25:00,145,0,No check-in baggage included,3841
Air India,2019-03-24,Kolkata,Banglore,09:25:00,18:30:00,545,1,No Info,10493
Jet Airways,2019-06-12,Delhi,Cochin,02:15:00,12:35:00,620,1,In-flight meal not included,10262
Air India,2019-03-21,Delhi,Cochin,13:00:00,19:15:00,375,1,No Info,7934
Indigo,2019-03-21,Delhi,Cochin,02:00:00,07:45:00,345,1,No Info,6426
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,04:40:00,520,1,In-flight meal not included,6959
Spicejet,2019-05-03,Chennai,Kolkata,09:45:00,12:00:00,135,0,No check-in baggage included,3859
Jet Airways,2019-03-01,Banglore,New Delhi,14:05:00,09:30:00,1165,1,No Info,25735
Air India,2019-04-03,Banglore,Delhi,06:10:00,08:55:00,165,0,No Info,4441
Air India,2019-06-12,Delhi,Cochin,16:40:00,19:15:00,1595,2,No Info,9443
Indigo,2019-05-15,Delhi,Cochin,11:25:00,01:30:00,845,1,No Info,6979
Air India,2019-05-15,Kolkata,Banglore,10:00:00,13:45:00,1665,2,No Info,16057
Air India,2019-04-03,Delhi,Cochin,20:30:00,23:00:00,1590,1,No Info,5022
Air India,2019-05-24,Kolkata,Banglore,09:25:00,11:10:00,1545,1,No Info,8891
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,18:10:00,1345,1,No Info,13759
Indigo,2019-04-27,Banglore,Delhi,04:00:00,06:50:00,170,0,No Info,4423
Jet Airways,2019-05-12,Banglore,Delhi,18:55:00,22:00:00,185,0,In-flight meal not included,4030
Multiple Carriers,2019-06-09,Delhi,Cochin,09:45:00,16:10:00,385,1,No Info,9646
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,10:05:00,1655,1,In-flight meal not included,8586
Indigo,2019-03-21,Delhi,Cochin,08:25:00,15:30:00,425,1,No Info,9709
Spicejet,2019-04-06,Banglore,Delhi,05:55:00,08:35:00,160,0,No Info,4423
Indigo,2019-03-21,Banglore,New Delhi,18:25:00,21:20:00,175,0,No Info,6144
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,08:15:00,1090,1,No Info,13941
Air India,2019-04-01,Kolkata,Banglore,09:25:00,05:25:00,1200,2,No Info,12219
Spicejet,2019-05-06,Banglore,Delhi,21:10:00,00:05:00,175,0,No check-in baggage included,3573
Multiple Carriers,2019-06-15,Delhi,Cochin,09:00:00,21:00:00,720,1,No Info,7933
Air India,2019-05-01,Kolkata,Banglore,17:30:00,13:45:00,1215,2,No Info,15164
Indigo,2019-05-12,Kolkata,Banglore,21:00:00,02:15:00,315,1,No Info,7228
Jet Airways,2019-04-01,Kolkata,Banglore,21:10:00,10:05:00,775,1,No Info,13784
Multiple Carriers,2019-03-27,Delhi,Cochin,07:10:00,21:20:00,850,2,No Info,6197
Air India,2019-03-09,Delhi,Cochin,09:45:00,09:25:00,1420,2,No Info,10660
Indigo,2019-06-09,Delhi,Cochin,11:25:00,21:00:00,575,1,No Info,6416
Air India,2019-05-15,Delhi,Cochin,12:00:00,19:15:00,435,2,No Info,9601
Jet Airways,2019-05-09,Delhi,Cochin,11:00:00,14:15:00,195,0,No Info,9564
Multiple Carriers,2019-03-21,Delhi,Cochin,07:30:00,19:15:00,705,1,No Info,10161
Multiple Carriers,2019-05-21,Delhi,Cochin,17:30:00,01:30:00,480,1,No Info,14067
Vistara,2019-05-09,Kolkata,Banglore,20:20:00,10:45:00,865,1,No Info,8452
Air Asia,2019-03-15,Kolkata,Banglore,22:50:00,01:20:00,150,0,No Info,3782
Spicejet,2019-05-15,Banglore,Delhi,09:30:00,12:20:00,170,0,No Info,4423
Vistara,2019-03-21,Banglore,New Delhi,07:00:00,09:40:00,160,0,No Info,5403
Air India,2019-03-27,Delhi,Cochin,05:55:00,19:15:00,2240,2,No Info,8446
Jet Airways,2019-06-24,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,In-flight meal not included,4995
Air India,2019-05-18,Delhi,Cochin,08:00:00,19:15:00,675,1,No Info,8879
Air India,2019-03-24,Kolkata,Banglore,07:00:00,08:55:00,1555,1,No Info,12173
Air India,2019-05-01,Kolkata,Banglore,12:00:00,18:30:00,1830,2,No Info,10151
Multiple Carriers,2019-03-21,Delhi,Cochin,10:00:00,19:15:00,555,1,In-flight meal not included,8401
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,16:20:00,590,1,In-flight meal not included,10844
Spicejet,2019-06-21,Chennai,Kolkata,09:45:00,12:00:00,135,0,No check-in baggage included,3543
Spicejet,2019-06-18,Kolkata,Banglore,09:00:00,11:25:00,145,0,No check-in baggage included,3841
Indigo,2019-04-01,Delhi,Cochin,20:25:00,01:30:00,305,1,No Info,5073
Spicejet,2019-03-18,Mumbai,Hyderabad,22:45:00,00:10:00,85,0,No check-in baggage included,1965
Jet Airways,2019-06-06,Banglore,Delhi,11:10:00,14:05:00,175,0,No Info,8016
Vistara,2019-05-09,Kolkata,Banglore,17:00:00,18:50:00,1550,1,No Info,8820
Jet Airways,2019-05-21,Delhi,Cochin,02:15:00,19:00:00,1005,1,In-flight meal not included,12898
Multiple Carriers,2019-06-24,Delhi,Cochin,13:00:00,01:30:00,750,1,No Info,7198
Spicejet,2019-04-27,Banglore,Delhi,09:30:00,12:20:00,170,0,No check-in baggage included,4885
Multiple Carriers,2019-03-21,Delhi,Cochin,07:05:00,16:10:00,545,1,No Info,6717
Indigo,2019-04-09,Banglore,Delhi,04:00:00,06:50:00,170,0,No Info,3943
Vistara,2019-06-12,Chennai,Kolkata,07:05:00,09:20:00,135,0,No Info,3687
Jet Airways,2019-06-01,Delhi,Cochin,11:40:00,19:00:00,440,2,In-flight meal not included,15812
Indigo,2019-05-09,Delhi,Cochin,15:10:00,20:00:00,290,1,No Info,6147
Air India,2019-06-12,Delhi,Cochin,20:15:00,19:15:00,1380,2,No Info,13381
Jet Airways,2019-06-15,Delhi,Cochin,05:30:00,04:25:00,1375,2,No Info,13014
Vistara,2019-05-06,Kolkata,Banglore,07:10:00,18:50:00,700,1,No Info,8610
Multiple Carriers,2019-06-01,Delhi,Cochin,09:15:00,19:15:00,600,1,No Info,9779
Indigo,2019-03-01,Chennai,Kolkata,13:20:00,15:35:00,135,0,No Info,7295
Spicejet,2019-06-24,Delhi,Cochin,08:45:00,13:15:00,270,1,No Info,4812
Jet Airways,2019-06-27,Banglore,Delhi,11:10:00,14:05:00,175,0,In-flight meal not included,5769
Jet Airways,2019-04-27,Banglore,Delhi,08:20:00,11:20:00,180,0,No Info,7229
Spicejet,2019-05-21,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,No check-in baggage included,1965
Indigo,2019-06-01,Delhi,Cochin,04:55:00,21:00:00,965,1,No Info,6314
Air India,2019-04-24,Banglore,Delhi,17:00:00,19:45:00,165,0,No Info,6121
Jet Airways,2019-03-18,Banglore,New Delhi,11:40:00,09:30:00,1310,1,In-flight meal not included,11087
Indigo,2019-06-09,Delhi,Cochin,10:35:00,01:30:00,895,1,No Info,6104
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,08:15:00,800,1,No Info,13731
Air India,2019-05-12,Kolkata,Banglore,09:25:00,21:50:00,745,1,No Info,8891
Multiple Carriers,2019-06-01,Delhi,Cochin,09:15:00,19:00:00,585,1,No Info,12042
Multiple Carriers,2019-05-15,Delhi,Cochin,12:50:00,21:00:00,490,1,No Info,7670
Indigo,2019-05-15,Delhi,Cochin,02:00:00,07:45:00,345,1,No Info,6037
Spicejet,2019-03-24,Banglore,New Delhi,09:35:00,12:30:00,175,0,No check-in baggage included,4273
Jet Airways,2019-03-12,Banglore,New Delhi,09:45:00,14:25:00,280,1,No Info,12295
Jet Airways,2019-05-18,Delhi,Cochin,05:30:00,12:35:00,425,2,No Info,16274
Vistara,2019-06-21,Delhi,Cochin,06:00:00,09:10:00,190,0,No Info,6216
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,12:00:00,960,1,No Info,14571
Air India,2019-06-03,Delhi,Cochin,18:30:00,19:15:00,1485,2,No Info,12488
Jet Airways,2019-06-27,Delhi,Cochin,14:00:00,19:00:00,300,1,In-flight meal not included,10262
Air India,2019-03-15,Banglore,New Delhi,05:50:00,22:10:00,980,2,No Info,10111
Air India,2019-03-12,Banglore,New Delhi,11:50:00,19:50:00,480,1,No Info,11707
Indigo,2019-04-06,Kolkata,Banglore,17:15:00,19:50:00,155,0,No Info,4174
Indigo,2019-03-09,Mumbai,Hyderabad,21:20:00,22:45:00,85,0,No Info,3838
Jet Airways,2019-06-01,Delhi,Cochin,08:00:00,04:25:00,1225,1,In-flight meal not included,10262
Air India,2019-03-03,Delhi,Cochin,19:45:00,19:15:00,1410,2,No Info,12856
Jet Airways,2019-05-18,Delhi,Cochin,20:55:00,04:25:00,450,1,In-flight meal not included,12373
Indigo,2019-04-24,Kolkata,Banglore,11:30:00,14:05:00,155,0,No Info,4804
Jet Airways,2019-04-03,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,No Info,5678
Multiple Carriers,2019-03-03,Delhi,Cochin,02:15:00,15:30:00,795,1,No Info,17057
Air India,2019-05-12,Kolkata,Banglore,10:00:00,01:20:00,920,2,No Info,12140
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,07:40:00,1055,1,In-flight meal not included,13502
Air India,2019-06-24,Delhi,Cochin,14:25:00,19:15:00,1730,2,No Info,13381
Air India,2019-03-12,Banglore,New Delhi,06:45:00,09:25:00,1600,2,No Info,12515
Jet Airways,2019-05-12,Kolkata,Banglore,08:25:00,20:45:00,740,1,No Info,14781
Indigo,2019-03-24,Kolkata,Banglore,05:35:00,11:20:00,345,1,No Info,9319
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,20:45:00,855,1,No Info,12681
Vistara,2019-06-27,Delhi,Cochin,06:00:00,09:10:00,190,0,No Info,6216
Air India,2019-05-21,Kolkata,Banglore,09:50:00,23:15:00,805,3,No Info,14960
Air India,2019-05-09,Kolkata,Banglore,07:00:00,20:25:00,805,1,No Info,10203
Jet Airways,2019-06-24,Delhi,Cochin,18:20:00,04:25:00,605,2,No Info,13775
Jet Airways,2019-03-21,Delhi,Cochin,22:00:00,18:50:00,1250,1,In-flight meal not included,6017
Indigo,2019-03-18,Kolkata,Banglore,20:25:00,23:05:00,160,0,No Info,4462
Air India,2019-06-12,Delhi,Cochin,13:30:00,08:15:00,1125,1,No Info,8991
Air Asia,2019-04-09,Banglore,Delhi,23:55:00,02:45:00,170,0,No Info,4483
Air India,2019-03-27,Delhi,Cochin,13:30:00,08:15:00,1125,1,No Info,6681
Indigo,2019-06-24,Delhi,Cochin,02:00:00,07:25:00,325,1,No Info,5636
Air India,2019-06-12,Delhi,Cochin,07:00:00,19:15:00,735,1,No Info,8669
Indigo,2019-06-21,Banglore,Delhi,16:55:00,19:55:00,180,0,No Info,4990
Spicejet,2019-04-24,Banglore,Delhi,09:30:00,12:20:00,170,0,No Info,3971
Multiple Carriers,2019-03-21,Delhi,Cochin,06:00:00,18:50:00,770,1,No Info,14629
Air India,2019-03-12,Banglore,New Delhi,06:50:00,11:20:00,1710,2,No Info,12734
Indigo,2019-04-09,Kolkata,Banglore,17:15:00,19:50:00,155,0,No Info,4174
Indigo,2019-04-03,Delhi,Cochin,10:35:00,15:35:00,300,1,No Info,5073
Indigo,2019-05-18,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,No Info,2754
Indigo,2019-05-18,Kolkata,Banglore,06:20:00,10:20:00,240,1,No Info,4226
Jet Airways,2019-05-21,Delhi,Cochin,14:00:00,19:00:00,300,1,No Info,16079
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,20:40:00,1495,1,In-flight meal not included,10031
Indigo,2019-06-09,Banglore,Delhi,18:55:00,21:50:00,175,0,No Info,4823
Jet Airways,2019-06-01,Delhi,Cochin,14:35:00,12:35:00,1320,2,In-flight meal not included,10919
Spicejet,2019-05-21,Kolkata,Banglore,17:10:00,19:40:00,150,0,No Info,3873
Indigo,2019-06-18,Banglore,Delhi,22:10:00,01:00:00,170,0,No Info,3419
Jet Airways,2019-06-09,Delhi,Cochin,16:00:00,19:00:00,1620,1,In-flight meal not included,10577
Jet Airways,2019-04-01,Delhi,Cochin,10:00:00,12:35:00,1595,1,In-flight meal not included,5406
Air India,2019-05-21,Chennai,Kolkata,11:40:00,13:55:00,135,0,No Info,4667
Jet Airways,2019-03-06,Delhi,Cochin,19:10:00,04:25:00,1995,2,In-flight meal not included,16022
Jet Airways,2019-03-09,Delhi,Cochin,20:50:00,18:50:00,1320,1,No Info,16289
Air India,2019-03-06,Delhi,Cochin,07:05:00,19:15:00,2170,2,No Info,11552
Indigo,2019-04-18,Delhi,Cochin,05:35:00,08:50:00,195,0,No Info,6015
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,12:00:00,1025,1,No Info,14571
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,18:15:00,590,1,No Info,13626
Indigo,2019-05-09,Delhi,Cochin,14:20:00,22:30:00,490,1,No Info,6704
